,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t6791, 45 , 45 ,,
period1,sc01,t6792, 45 , 45 ,,
period1,sc01,t6793, 45 , 45 ,,
period1,sc01,t6794, 45 , 45 ,,
period1,sc01,t6795, 45 , 45 ,,
period1,sc01,t6796, 45 , 45 ,,
period1,sc01,t6797, 45 , 45 ,,
period1,sc01,t6798, 45 , 45 ,,
period1,sc01,t6799, 45 , 45 ,,
period1,sc01,t6800, 45 , 45 ,,
period1,sc01,t6801, 45 , 45 ,,
period1,sc01,t6802, 45 , 45 ,,
period1,sc01,t6803, 10 , 10 ,,
period1,sc01,t6804, 10 , 10 ,,
period1,sc01,t6805, 10 , 10 ,,
period1,sc01,t6806, 10 , 10 ,,
period1,sc01,t6807, 10 , 10 ,,
period1,sc01,t6808, 10 , 10 ,,
period1,sc01,t6809, 45 , 45 ,,
period1,sc01,t6810, 45 , 45 ,,
period1,sc01,t6811, 45 , 45 ,,
period1,sc01,t6812, 45 , 45 ,,
period1,sc01,t6813, 45 , 45 ,,
period1,sc01,t6814, 45 , 45 ,,
period1,sc01,t6815, 45 , 45 ,,
period1,sc01,t6816, 45 , 45 ,,
period1,sc01,t6817, 45 , 45 ,,
period1,sc01,t6818, 45 , 45 ,,
period1,sc01,t6819, 45 , 45 ,,
period1,sc01,t6820, 45 , 45 ,,
period1,sc01,t6821, 45 , 45 ,,
period1,sc01,t6822, 45 , 45 ,,
period1,sc01,t6823, 45 , 45 ,,
period1,sc01,t6824, 45 , 45 ,,
period1,sc01,t6825, 45 , 45 ,,
period1,sc01,t6826, 45 , 45 ,,
period1,sc01,t6827, 10 , 10 ,,
period1,sc01,t6828, 10 , 10 ,,
period1,sc01,t6829, 10 , 10 ,,
period1,sc01,t6830, 10 , 10 ,,
period1,sc01,t6831, 10 , 10 ,,
period1,sc01,t6832, 10 , 10 ,,
period1,sc01,t6833, 45 , 45 ,,
period1,sc01,t6834, 45 , 45 ,,
period1,sc01,t6835, 45 , 45 ,,
period1,sc01,t6836, 45 , 45 ,,
period1,sc01,t6837, 45 , 45 ,,
period1,sc01,t6838, 45 , 45 ,,
period1,sc01,t6839, 45 , 45 ,,
period1,sc01,t6840, 45 , 45 ,,
period1,sc01,t6841, 45 , 45 ,,
period1,sc01,t6842, 45 , 45 ,,
period1,sc01,t6843, 45 , 45 ,,
period1,sc01,t6844, 45 , 45 ,,
period1,sc01,t6845, 45 , 45 ,,
period1,sc01,t6846, 45 , 45 ,,
period1,sc01,t6847, 45 , 45 ,,
period1,sc01,t6848, 45 , 45 ,,
period1,sc01,t6849, 45 , 45 ,,
period1,sc01,t6850, 45 , 45 ,,
period1,sc01,t6851, 10 , 10 ,,
period1,sc01,t6852, 10 , 10 ,,
period1,sc01,t6853, 10 , 10 ,,
period1,sc01,t6854, 10 , 10 ,,
period1,sc01,t6855, 10 , 10 ,,
period1,sc01,t6856, 10 , 10 ,,
period1,sc01,t6857, 45 , 45 ,,
period1,sc01,t6858, 45 , 45 ,,
period1,sc01,t6859, 45 , 45 ,,
period1,sc01,t6860, 45 , 45 ,,
period1,sc01,t6861, 45 , 45 ,,
period1,sc01,t6862, 45 , 45 ,,
period1,sc01,t6863, 45 , 45 ,,
period1,sc01,t6864, 45 , 45 ,,
period1,sc01,t6865, 45 , 45 ,,
period1,sc01,t6866, 45 , 45 ,,
period1,sc01,t6867, 45 , 45 ,,
period1,sc01,t6868, 45 , 45 ,,
period1,sc01,t6869, 45 , 45 ,,
period1,sc01,t6870, 45 , 45 ,,
period1,sc01,t6871, 45 , 45 ,,
period1,sc01,t6872, 45 , 45 ,,
period1,sc01,t6873, 45 , 45 ,,
period1,sc01,t6874, 45 , 45 ,,
period1,sc01,t6875, 10 , 10 ,,
period1,sc01,t6876, 10 , 10 ,,
period1,sc01,t6877, 10 , 10 ,,
period1,sc01,t6878, 10 , 10 ,,
period1,sc01,t6879, 10 , 10 ,,
period1,sc01,t6880, 10 , 10 ,,
period1,sc01,t6881, 45 , 45 ,,
period1,sc01,t6882, 45 , 45 ,,
period1,sc01,t6883, 45 , 45 ,,
period1,sc01,t6884, 45 , 45 ,,
period1,sc01,t6885, 45 , 45 ,,
period1,sc01,t6886, 45 , 45 ,,
period1,sc01,t6887, 45 , 45 ,,
period1,sc01,t6888, 45 , 45 ,,
period1,sc01,t6889, 45 , 45 ,,
period1,sc01,t6890, 45 , 45 ,,
period1,sc01,t6891, 45 , 45 ,,
period1,sc01,t6892, 45 , 45 ,,
period1,sc01,t6893, 45 , 45 ,,
period1,sc01,t6894, 45 , 45 ,,
period1,sc01,t6895, 45 , 45 ,,
period1,sc01,t6896, 45 , 45 ,,
period1,sc01,t6897, 45 , 45 ,,
period1,sc01,t6898, 45 , 45 ,,
period1,sc01,t6899, 10 , 10 ,,
period1,sc01,t6900, 10 , 10 ,,
period1,sc01,t6901, 10 , 10 ,,
period1,sc01,t6902, 10 , 10 ,,
period1,sc01,t6903, 10 , 10 ,,
period1,sc01,t6904, 10 , 10 ,,
period1,sc01,t6905, 45 , 45 ,,
period1,sc01,t6906, 45 , 45 ,,
period1,sc01,t6907, 45 , 45 ,,
period1,sc01,t6908, 45 , 45 ,,
period1,sc01,t6909, 45 , 45 ,,
period1,sc01,t6910, 45 , 45 ,,
period1,sc01,t6911, 45 , 45 ,,
period1,sc01,t6912, 45 , 45 ,,
period1,sc01,t6913, 45 , 45 ,,
period1,sc01,t6914, 45 , 45 ,,
period1,sc01,t6915, 45 , 45 ,,
period1,sc01,t6916, 45 , 45 ,,
period1,sc01,t6917, 45 , 45 ,,
period1,sc01,t6918, 45 , 45 ,,
period1,sc01,t6919, 45 , 45 ,,
period1,sc01,t6920, 45 , 45 ,,
period1,sc01,t6921, 45 , 45 ,,
period1,sc01,t6922, 45 , 45 ,,
period1,sc01,t6923, 10 , 10 ,,
period1,sc01,t6924, 10 , 10 ,,
period1,sc01,t6925, 10 , 10 ,,
period1,sc01,t6926, 10 , 10 ,,
period1,sc01,t6927, 10 , 10 ,,
period1,sc01,t6928, 10 , 10 ,,
period1,sc01,t6929, 45 , 45 ,,
period1,sc01,t6930, 45 , 45 ,,
period1,sc01,t6931, 45 , 45 ,,
period1,sc01,t6932, 45 , 45 ,,
period1,sc01,t6933, 45 , 45 ,,
period1,sc01,t6934, 45 , 45 ,,
period1,sc01,t6935, 45 , 45 ,,
period1,sc01,t6936, 45 , 45 ,,
period1,sc01,t6937, 45 , 45 ,,
period1,sc01,t6938, 45 , 45 ,,
period1,sc01,t6939, 45 , 45 ,,
period1,sc01,t6940, 45 , 45 ,,
period1,sc01,t6941, 45 , 45 ,,
period1,sc01,t6942, 45 , 45 ,,
period1,sc01,t6943, 45 , 45 ,,
period1,sc01,t6944, 45 , 45 ,,
period1,sc01,t6945, 45 , 45 ,,
period1,sc01,t6946, 45 , 45 ,,
period1,sc01,t6947, 10 , 10 ,,
period1,sc01,t6948, 10 , 10 ,,
period1,sc01,t6949, 10 , 10 ,,
period1,sc01,t6950, 10 , 10 ,,
period1,sc01,t6951, 10 , 10 ,,
period1,sc01,t6952, 10 , 10 ,,
period1,sc01,t6953, 45 , 45 ,,
period1,sc01,t6954, 45 , 45 ,,
period1,sc01,t6955, 45 , 45 ,,
period1,sc01,t6956, 45 , 45 ,,
period1,sc01,t6957, 45 , 45 ,,
period1,sc01,t6958, 45 , 45 ,,
period1,sc01,t6959, 45 , 45 ,,
period1,sc01,t6960, 45 , 45 ,,
period1,sc01,t6961, 45 , 45 ,,
period1,sc01,t6962, 45 , 45 ,,
period1,sc01,t6963, 45 , 45 ,,
period1,sc01,t6964, 45 , 45 ,,
period1,sc01,t6965, 45 , 45 ,,
period1,sc01,t6966, 45 , 45 ,,
period1,sc01,t6967, 45 , 45 ,,
period1,sc01,t6968, 45 , 45 ,,
period1,sc01,t6969, 45 , 45 ,,
period1,sc01,t6970, 45 , 45 ,,
period1,sc01,t6971, 10 , 10 ,,
period1,sc01,t6972, 10 , 10 ,,
period1,sc01,t6973, 10 , 10 ,,
period1,sc01,t6974, 10 , 10 ,,
period1,sc01,t6975, 10 , 10 ,,
period1,sc01,t6976, 10 , 10 ,,
period1,sc01,t6977, 45 , 45 ,,
period1,sc01,t6978, 45 , 45 ,,
period1,sc01,t6979, 45 , 45 ,,
period1,sc01,t6980, 45 , 45 ,,
period1,sc01,t6981, 45 , 45 ,,
period1,sc01,t6982, 45 , 45 ,,
period1,sc01,t6983, 45 , 45 ,,
period1,sc01,t6984, 45 , 45 ,,
period1,sc01,t6985, 45 , 45 ,,
period1,sc01,t6986, 45 , 45 ,,
period1,sc01,t6987, 45 , 45 ,,
period1,sc01,t6988, 45 , 45 ,,
period1,sc01,t6989, 45 , 45 ,,
period1,sc01,t6990, 45 , 45 ,,
period1,sc01,t6991, 45 , 45 ,,
period1,sc01,t6992, 45 , 45 ,,
period1,sc01,t6993, 45 , 45 ,,
period1,sc01,t6994, 45 , 45 ,,
period1,sc01,t6995, 10 , 10 ,,
period1,sc01,t6996, 10 , 10 ,,
period1,sc01,t6997, 10 , 10 ,,
period1,sc01,t6998, 10 , 10 ,,
period1,sc01,t6999, 10 , 10 ,,
period1,sc01,t7000, 10 , 10 ,,
period1,sc01,t7001, 45 , 45 ,,
period1,sc01,t7002, 45 , 45 ,,
period1,sc01,t7003, 45 , 45 ,,
period1,sc01,t7004, 45 , 45 ,,
period1,sc01,t7005, 45 , 45 ,,
period1,sc01,t7006, 45 , 45 ,,
period1,sc01,t7007, 45 , 45 ,,
period1,sc01,t7008, 45 , 45 ,,
period1,sc01,t7009, 45 , 45 ,,
period1,sc01,t7010, 45 , 45 ,,
period1,sc01,t7011, 45 , 45 ,,
period1,sc01,t7012, 45 , 45 ,,
period1,sc01,t7013, 45 , 45 ,,
period1,sc01,t7014, 45 , 45 ,,
period1,sc01,t7015, 45 , 45 ,,
period1,sc01,t7016, 45 , 45 ,,
period1,sc01,t7017, 45 , 45 ,,
period1,sc01,t7018, 45 , 45 ,,
period1,sc01,t7019, 10 , 10 ,,
period1,sc01,t7020, 10 , 10 ,,
period1,sc01,t7021, 10 , 10 ,,
period1,sc01,t7022, 10 , 10 ,,
period1,sc01,t7023, 10 , 10 ,,
period1,sc01,t7024, 10 , 10 ,,
period1,sc01,t7025, 45 , 45 ,,
period1,sc01,t7026, 45 , 45 ,,
period1,sc01,t7027, 45 , 45 ,,
period1,sc01,t7028, 45 , 45 ,,
period1,sc01,t7029, 45 , 45 ,,
period1,sc01,t7030, 45 , 45 ,,
period1,sc01,t7031, 45 , 45 ,,
period1,sc01,t7032, 45 , 45 ,,
period1,sc01,t7033, 45 , 45 ,,
period1,sc01,t7034, 45 , 45 ,,
period1,sc01,t7035, 45 , 45 ,,
period1,sc01,t7036, 45 , 45 ,,
period1,sc01,t7037, 45 , 45 ,,
period1,sc01,t7038, 45 , 45 ,,
period1,sc01,t7039, 45 , 45 ,,
period1,sc01,t7040, 45 , 45 ,,
period1,sc01,t7041, 45 , 45 ,,
period1,sc01,t7042, 45 , 45 ,,
period1,sc01,t7043, 10 , 10 ,,
period1,sc01,t7044, 10 , 10 ,,
period1,sc01,t7045, 10 , 10 ,,
period1,sc01,t7046, 10 , 10 ,,
period1,sc01,t7047, 10 , 10 ,,
period1,sc01,t7048, 10 , 10 ,,
period1,sc01,t7049, 45 , 45 ,,
period1,sc01,t7050, 45 , 45 ,,
period1,sc01,t7051, 45 , 45 ,,
period1,sc01,t7052, 45 , 45 ,,
period1,sc01,t7053, 45 , 45 ,,
period1,sc01,t7054, 45 , 45 ,,
period1,sc01,t7055, 45 , 45 ,,
period1,sc01,t7056, 45 , 45 ,,
period1,sc01,t7057, 45 , 45 ,,
period1,sc01,t7058, 45 , 45 ,,
period1,sc01,t7059, 45 , 45 ,,
period1,sc01,t7060, 45 , 45 ,,
period1,sc01,t7061, 45 , 45 ,,
period1,sc01,t7062, 45 , 45 ,,
period1,sc01,t7063, 45 , 45 ,,
period1,sc01,t7064, 45 , 45 ,,
period1,sc01,t7065, 45 , 45 ,,
period1,sc01,t7066, 45 , 45 ,,
period1,sc01,t7067, 10 , 10 ,,
period1,sc01,t7068, 10 , 10 ,,
period1,sc01,t7069, 10 , 10 ,,
period1,sc01,t7070, 10 , 10 ,,
period1,sc01,t7071, 10 , 10 ,,
period1,sc01,t7072, 10 , 10 ,,
period1,sc01,t7073, 45 , 45 ,,
period1,sc01,t7074, 45 , 45 ,,
period1,sc01,t7075, 45 , 45 ,,
period1,sc01,t7076, 45 , 45 ,,
period1,sc01,t7077, 45 , 45 ,,
period1,sc01,t7078, 45 , 45 ,,
period1,sc01,t7079, 45 , 45 ,,
period1,sc01,t7080, 45 , 45 ,,
period1,sc01,t7081, 45 , 45 ,,
period1,sc01,t7082, 45 , 45 ,,
period1,sc01,t7083, 45 , 45 ,,
period1,sc01,t7084, 45 , 45 ,,
period1,sc01,t7085, 45 , 45 ,,
period1,sc01,t7086, 45 , 45 ,,
period1,sc01,t7087, 45 , 45 ,,
period1,sc01,t7088, 45 , 45 ,,
period1,sc01,t7089, 45 , 45 ,,
period1,sc01,t7090, 45 , 45 ,,
period1,sc01,t7091, 10 , 10 ,,
period1,sc01,t7092, 10 , 10 ,,
period1,sc01,t7093, 10 , 10 ,,
period1,sc01,t7094, 10 , 10 ,,
period1,sc01,t7095, 10 , 10 ,,
period1,sc01,t7096, 10 , 10 ,,
period1,sc01,t7097, 45 , 45 ,,
period1,sc01,t7098, 45 , 45 ,,
period1,sc01,t7099, 45 , 45 ,,
period1,sc01,t7100, 45 , 45 ,,
period1,sc01,t7101, 45 , 45 ,,
period1,sc01,t7102, 45 , 45 ,,
period1,sc01,t7103, 45 , 45 ,,
period1,sc01,t7104, 45 , 45 ,,
period1,sc01,t7105, 45 , 45 ,,
period1,sc01,t7106, 45 , 45 ,,
period1,sc01,t7107, 45 , 45 ,,
period1,sc01,t7108, 45 , 45 ,,
period1,sc01,t7109, 45 , 45 ,,
period1,sc01,t7110, 45 , 45 ,,
period1,sc01,t7111, 45 , 45 ,,
period1,sc01,t7112, 45 , 45 ,,
period1,sc01,t7113, 45 , 45 ,,
period1,sc01,t7114, 45 , 45 ,,
period1,sc01,t7115, 10 , 10 ,,
period1,sc01,t7116, 10 , 10 ,,
period1,sc01,t7117, 10 , 10 ,,
period1,sc01,t7118, 10 , 10 ,,
period1,sc01,t7119, 10 , 10 ,,
period1,sc01,t7120, 10 , 10 ,,
period1,sc01,t7121, 45 , 45 ,,
period1,sc01,t7122, 45 , 45 ,,
period1,sc01,t7123, 45 , 45 ,,
period1,sc01,t7124, 45 , 45 ,,
period1,sc01,t7125, 45 , 45 ,,
period1,sc01,t7126, 45 , 45 ,,
period1,sc01,t7127, 45 , 45 ,,
period1,sc01,t7128, 45 , 45 ,,
period1,sc01,t7129, 45 , 45 ,,
period1,sc01,t7130, 45 , 45 ,,
period1,sc01,t7131, 45 , 45 ,,
period1,sc01,t7132, 45 , 45 ,,
period1,sc01,t7133, 45 , 45 ,,
period1,sc01,t7134, 45 , 45 ,,
period1,sc01,t7135, 45 , 45 ,,
period1,sc01,t7136, 45 , 45 ,,
period1,sc01,t7137, 45 , 45 ,,
period1,sc01,t7138, 45 , 45 ,,
period1,sc01,t7139, 10 , 10 ,,
period1,sc01,t7140, 10 , 10 ,,
period1,sc01,t7141, 10 , 10 ,,
period1,sc01,t7142, 10 , 10 ,,
period1,sc01,t7143, 10 , 10 ,,
period1,sc01,t7144, 10 , 10 ,,
period1,sc01,t7145, 45 , 45 ,,
period1,sc01,t7146, 45 , 45 ,,
period1,sc01,t7147, 45 , 45 ,,
period1,sc01,t7148, 45 , 45 ,,
period1,sc01,t7149, 45 , 45 ,,
period1,sc01,t7150, 45 , 45 ,,
period1,sc01,t7151, 45 , 45 ,,
period1,sc01,t7152, 45 , 45 ,,
period1,sc01,t7153, 45 , 45 ,,
period1,sc01,t7154, 45 , 45 ,,
period1,sc01,t7155, 45 , 45 ,,
period1,sc01,t7156, 45 , 45 ,,
period1,sc01,t7157, 45 , 45 ,,
period1,sc01,t7158, 45 , 45 ,,
period1,sc01,t7159, 45 , 45 ,,
period1,sc01,t7160, 45 , 45 ,,
period1,sc01,t7161, 45 , 45 ,,
period1,sc01,t7162, 45 , 45 ,,
period1,sc01,t7163, 10 , 10 ,,
period1,sc01,t7164, 10 , 10 ,,
period1,sc01,t7165, 10 , 10 ,,
period1,sc01,t7166, 10 , 10 ,,
period1,sc01,t7167, 10 , 10 ,,
period1,sc01,t7168, 10 , 10 ,,
period1,sc01,t7169, 45 , 45 ,,
period1,sc01,t7170, 45 , 45 ,,
period1,sc01,t7171, 45 , 45 ,,
period1,sc01,t7172, 45 , 45 ,,
period1,sc01,t7173, 45 , 45 ,,
period1,sc01,t7174, 45 , 45 ,,
period1,sc01,t7175, 45 , 45 ,,
period1,sc01,t7176, 45 , 45 ,,
period1,sc01,t7177, 45 , 45 ,,
period1,sc01,t7178, 45 , 45 ,,
period1,sc01,t7179, 45 , 45 ,,
period1,sc01,t7180, 45 , 45 ,,
period1,sc01,t7181, 45 , 45 ,,
period1,sc01,t7182, 45 , 45 ,,
period1,sc01,t7183, 45 , 45 ,,
period1,sc01,t7184, 45 , 45 ,,
period1,sc01,t7185, 45 , 45 ,,
period1,sc01,t7186, 45 , 45 ,,
period1,sc01,t7187, 10 , 10 ,,
period1,sc01,t7188, 10 , 10 ,,
period1,sc01,t7189, 10 , 10 ,,
period1,sc01,t7190, 10 , 10 ,,
period1,sc01,t7191, 10 , 10 ,,
period1,sc01,t7192, 10 , 10 ,,
period1,sc01,t7193, 45 , 45 ,,
period1,sc01,t7194, 45 , 45 ,,
period1,sc01,t7195, 45 , 45 ,,
period1,sc01,t7196, 45 , 45 ,,
period1,sc01,t7197, 45 , 45 ,,
period1,sc01,t7198, 45 , 45 ,,
period1,sc01,t7199, 45 , 45 ,,
period1,sc01,t7200, 45 , 45 ,,
period1,sc01,t7201, 45 , 45 ,,
period1,sc01,t7202, 45 , 45 ,,
period1,sc01,t7203, 45 , 45 ,,
period1,sc01,t7204, 45 , 45 ,,
period1,sc01,t7205, 45 , 45 ,,
period1,sc01,t7206, 45 , 45 ,,
period1,sc01,t7207, 45 , 45 ,,
period1,sc01,t7208, 45 , 45 ,,
period1,sc01,t7209, 45 , 45 ,,
period1,sc01,t7210, 45 , 45 ,,
period1,sc01,t7211, 10 , 10 ,,
period1,sc01,t7212, 10 , 10 ,,
period1,sc01,t7213, 10 , 10 ,,
period1,sc01,t7214, 10 , 10 ,,
period1,sc01,t7215, 10 , 10 ,,
period1,sc01,t7216, 10 , 10 ,,
period1,sc01,t7217, 45 , 45 ,,
period1,sc01,t7218, 45 , 45 ,,
period1,sc01,t7219, 45 , 45 ,,
period1,sc01,t7220, 45 , 45 ,,
period1,sc01,t7221, 45 , 45 ,,
period1,sc01,t7222, 45 , 45 ,,
period1,sc01,t7223, 45 , 45 ,,
period1,sc01,t7224, 45 , 45 ,,
period1,sc01,t7225, 45 , 45 ,,
period1,sc01,t7226, 45 , 45 ,,
period1,sc01,t7227, 45 , 45 ,,
period1,sc01,t7228, 45 , 45 ,,
period1,sc01,t7229, 45 , 45 ,,
period1,sc01,t7230, 45 , 45 ,,
period1,sc01,t7231, 45 , 45 ,,
period1,sc01,t7232, 45 , 45 ,,
period1,sc01,t7233, 45 , 45 ,,
period1,sc01,t7234, 45 , 45 ,,
period1,sc01,t7235, 10 , 10 ,,
period1,sc01,t7236, 10 , 10 ,,
period1,sc01,t7237, 10 , 10 ,,
period1,sc01,t7238, 10 , 10 ,,
period1,sc01,t7239, 10 , 10 ,,
period1,sc01,t7240, 10 , 10 ,,
period1,sc01,t7241, 45 , 45 ,,
period1,sc01,t7242, 45 , 45 ,,
period1,sc01,t7243, 45 , 45 ,,
period1,sc01,t7244, 45 , 45 ,,
period1,sc01,t7245, 45 , 45 ,,
period1,sc01,t7246, 45 , 45 ,,
period1,sc01,t7247, 45 , 45 ,,
period1,sc01,t7248, 45 , 45 ,,
period1,sc01,t7249, 45 , 45 ,,
period1,sc01,t7250, 45 , 45 ,,
period1,sc01,t7251, 45 , 45 ,,
period1,sc01,t7252, 45 , 45 ,,
period1,sc01,t7253, 45 , 45 ,,
period1,sc01,t7254, 45 , 45 ,,
period1,sc01,t7255, 45 , 45 ,,
period1,sc01,t7256, 45 , 45 ,,
period1,sc01,t7257, 45 , 45 ,,
period1,sc01,t7258, 45 , 45 ,,
period1,sc01,t7259, 10 , 10 ,,
period1,sc01,t7260, 10 , 10 ,,
period1,sc01,t7261, 10 , 10 ,,
period1,sc01,t7262, 10 , 10 ,,
period1,sc01,t7263, 10 , 10 ,,
period1,sc01,t7264, 10 , 10 ,,
period1,sc01,t7265, 45 , 45 ,,
period1,sc01,t7266, 45 , 45 ,,
period1,sc01,t7267, 45 , 45 ,,
period1,sc01,t7268, 45 , 45 ,,
period1,sc01,t7269, 45 , 45 ,,
period1,sc01,t7270, 45 , 45 ,,
period1,sc01,t7271, 45 , 45 ,,
period1,sc01,t7272, 45 , 45 ,,
period1,sc01,t7273, 45 , 45 ,,
period1,sc01,t7274, 45 , 45 ,,
period1,sc01,t7275, 45 , 45 ,,
period1,sc01,t7276, 45 , 45 ,,
period1,sc01,t7277, 45 , 45 ,,
period1,sc01,t7278, 45 , 45 ,,
period1,sc01,t7279, 45 , 45 ,,
period1,sc01,t7280, 45 , 45 ,,
period1,sc01,t7281, 45 , 45 ,,
period1,sc01,t7282, 45 , 45 ,,
period1,sc01,t7283, 10 , 10 ,,
period1,sc01,t7284, 10 , 10 ,,
period1,sc01,t7285, 10 , 10 ,,
period1,sc01,t7286, 10 , 10 ,,
period1,sc01,t7287, 10 , 10 ,,
period1,sc01,t7288, 10 , 10 ,,
period1,sc01,t7289, 45 , 45 ,,
period1,sc01,t7290, 45 , 45 ,,
period1,sc01,t7291, 45 , 45 ,,
period1,sc01,t7292, 45 , 45 ,,
period1,sc01,t7293, 45 , 45 ,,
period1,sc01,t7294, 45 , 45 ,,
period1,sc01,t7295, 45 , 45 ,,
period1,sc01,t7296, 45 , 45 ,,
period1,sc01,t7297, 45 , 45 ,,
period1,sc01,t7298, 45 , 45 ,,
period1,sc01,t7299, 45 , 45 ,,
period1,sc01,t7300, 45 , 45 ,,
period1,sc01,t7301, 45 , 45 ,,
period1,sc01,t7302, 45 , 45 ,,
period1,sc01,t7303, 45 , 45 ,,
period1,sc01,t7304, 45 , 45 ,,
period1,sc01,t7305, 45 , 45 ,,
period1,sc01,t7306, 45 , 45 ,,
period1,sc01,t7307, 10 , 10 ,,
period1,sc01,t7308, 10 , 10 ,,
period1,sc01,t7309, 10 , 10 ,,
period1,sc01,t7310, 10 , 10 ,,
period1,sc01,t7311, 10 , 10 ,,
period1,sc01,t7312, 10 , 10 ,,
period1,sc01,t7313, 45 , 45 ,,
period1,sc01,t7314, 45 , 45 ,,
period1,sc01,t7315, 45 , 45 ,,
period1,sc01,t7316, 45 , 45 ,,
period1,sc01,t7317, 45 , 45 ,,
period1,sc01,t7318, 45 , 45 ,,
period1,sc01,t7319, 45 , 45 ,,
period1,sc01,t7320, 45 , 45 ,,
period1,sc01,t7321, 45 , 45 ,,
period1,sc01,t7322, 45 , 45 ,,
period1,sc01,t7323, 45 , 45 ,,
period1,sc01,t7324, 45 , 45 ,,
period1,sc01,t7325, 45 , 45 ,,
period1,sc01,t7326, 45 , 45 ,,
period1,sc01,t7327, 45 , 45 ,,
period1,sc01,t7328, 45 , 45 ,,
period1,sc01,t7329, 45 , 45 ,,
period1,sc01,t7330, 45 , 45 ,,
period1,sc01,t7331, 10 , 10 ,,
period1,sc01,t7332, 10 , 10 ,,
period1,sc01,t7333, 10 , 10 ,,
period1,sc01,t7334, 10 , 10 ,,
period1,sc01,t7335, 10 , 10 ,,
period1,sc01,t7336, 10 , 10 ,,
period1,sc01,t7337, 45 , 45 ,,
period1,sc01,t7338, 45 , 45 ,,
period1,sc01,t7339, 45 , 45 ,,
period1,sc01,t7340, 45 , 45 ,,
period1,sc01,t7341, 45 , 45 ,,
period1,sc01,t7342, 45 , 45 ,,
period1,sc01,t7343, 45 , 45 ,,
period1,sc01,t7344, 45 , 45 ,,
period1,sc01,t7345, 45 , 45 ,,
period1,sc01,t7346, 45 , 45 ,,
period1,sc01,t7347, 45 , 45 ,,
period1,sc01,t7348, 45 , 45 ,,
period1,sc01,t7349, 45 , 45 ,,
period1,sc01,t7350, 45 , 45 ,,
period1,sc01,t7351, 45 , 45 ,,
period1,sc01,t7352, 45 , 45 ,,
period1,sc01,t7353, 45 , 45 ,,
period1,sc01,t7354, 45 , 45 ,,
period1,sc01,t7355, 10 , 10 ,,
period1,sc01,t7356, 10 , 10 ,,
period1,sc01,t7357, 10 , 10 ,,
period1,sc01,t7358, 10 , 10 ,,
period1,sc01,t7359, 10 , 10 ,,
period1,sc01,t7360, 10 , 10 ,,
period1,sc01,t7361, 45 , 45 ,,
period1,sc01,t7362, 45 , 45 ,,
period1,sc01,t7363, 45 , 45 ,,
period1,sc01,t7364, 45 , 45 ,,
period1,sc01,t7365, 45 , 45 ,,
period1,sc01,t7366, 45 , 45 ,,
period1,sc01,t7367, 45 , 45 ,,
period1,sc01,t7368, 45 , 45 ,,
period1,sc01,t7369, 45 , 45 ,,
period1,sc01,t7370, 45 , 45 ,,
period1,sc01,t7371, 45 , 45 ,,
period1,sc01,t7372, 45 , 45 ,,
period1,sc01,t7373, 45 , 45 ,,
period1,sc01,t7374, 45 , 45 ,,
period1,sc01,t7375, 45 , 45 ,,
period1,sc01,t7376, 45 , 45 ,,
period1,sc01,t7377, 45 , 45 ,,
period1,sc01,t7378, 45 , 45 ,,
period1,sc01,t7379, 10 , 10 ,,
period1,sc01,t7380, 10 , 10 ,,
period1,sc01,t7381, 10 , 10 ,,
period1,sc01,t7382, 10 , 10 ,,
period1,sc01,t7383, 10 , 10 ,,
period1,sc01,t7384, 10 , 10 ,,
period1,sc01,t7385, 45 , 45 ,,
period1,sc01,t7386, 45 , 45 ,,
period1,sc01,t7387, 45 , 45 ,,
period1,sc01,t7388, 45 , 45 ,,
period1,sc01,t7389, 45 , 45 ,,
period1,sc01,t7390, 45 , 45 ,,
period1,sc01,t7391, 45 , 45 ,,
period1,sc01,t7392, 45 , 45 ,,
period1,sc01,t7393, 45 , 45 ,,
period1,sc01,t7394, 45 , 45 ,,
period1,sc01,t7395, 45 , 45 ,,
period1,sc01,t7396, 45 , 45 ,,
period1,sc01,t7397, 45 , 45 ,,
period1,sc01,t7398, 45 , 45 ,,
period1,sc01,t7399, 45 , 45 ,,
period1,sc01,t7400, 45 , 45 ,,
period1,sc01,t7401, 45 , 45 ,,
period1,sc01,t7402, 45 , 45 ,,
period1,sc01,t7403, 10 , 10 ,,
period1,sc01,t7404, 10 , 10 ,,
period1,sc01,t7405, 10 , 10 ,,
period1,sc01,t7406, 10 , 10 ,,
period1,sc01,t7407, 10 , 10 ,,
period1,sc01,t7408, 10 , 10 ,,
period1,sc01,t7409, 45 , 45 ,,
period1,sc01,t7410, 45 , 45 ,,
period1,sc01,t7411, 45 , 45 ,,
period1,sc01,t7412, 45 , 45 ,,
period1,sc01,t7413, 45 , 45 ,,
period1,sc01,t7414, 45 , 45 ,,
period1,sc01,t7415, 45 , 45 ,,
period1,sc01,t7416, 45 , 45 ,,
period1,sc01,t7417, 45 , 45 ,,
period1,sc01,t7418, 45 , 45 ,,
period1,sc01,t7419, 45 , 45 ,,
period1,sc01,t7420, 45 , 45 ,,
period1,sc01,t7421, 45 , 45 ,,
period1,sc01,t7422, 45 , 45 ,,
period1,sc01,t7423, 45 , 45 ,,
period1,sc01,t7424, 45 , 45 ,,
period1,sc01,t7425, 45 , 45 ,,
